RowID,Product ID,Category,Sub-Category,Product Name,Price
280,OFF-AR-10003651,Office Supplies,Art,Newell 350,3.28
281,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",15.16
282,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,48.2
283,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89
284,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,3.784
285,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,233.384
286,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232
287,OFF-LA-10000634,Office Supplies,Labels,Avery 509,2.088
288,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",29.18
289,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,89.192
290,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,5.184
291,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",24.784
292,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882
293,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,1995.99
294,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,90
295,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,3.58
296,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,99.99
297,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992
298,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,96.966
299,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",27.112
300,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,196.686
301,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,10.024
302,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,6.294
303,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,41.4
304,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,10.362
305,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,1.632
306,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,4.752
307,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,479.992
308,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592
309,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,3.856
310,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,232.784
311,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1.24
312,OFF-AR-10000122,Office Supplies,Art,Newell 314,4.464
313,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",5.994
314,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",6.48
315,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,12.28
316,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.048
317,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792
318,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,64.784
319,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",4.13
320,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26
321,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",6.88
322,OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,80.98
323,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",10.35
324,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,162.882
325,OFF-AR-10003732,Office Supplies,Art,Newell 333,2.78
326,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,5.89
327,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,5.8
328,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,3.68
329,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,14.97
330,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,5.184
331,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,17.808
332,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,127.992
333,OFF-AR-10000658,Office Supplies,Art,Newell 324,9.24
334,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,47.904
335,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,24.784
336,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",212.632
337,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,2.884
338,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,7.944
339,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",3.044
340,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,7.28
341,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",16.512
342,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,20.95
343,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",125.1525
344,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,27.992
345,TEC-MA-10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,120.585
346,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,2.96
347,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.624
348,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",5.84
349,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,123.192
350,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,599.99
351,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,4.154
352,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,25.264
353,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,24.98
354,OFF-PA-10002552,Office Supplies,Paper,Xerox 1958,6.48
355,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",17.53
356,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,11.984
357,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",32.784
358,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,28.792
359,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,4.784
360,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",6.512
361,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,11.97
362,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,399.992
363,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",5.43
364,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",143.432
365,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68
366,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,3.15
367,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,102.833
368,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,56.784
369,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,19.98
370,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,11.99
371,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,76.76
372,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,5.78
373,OFF-AR-10001573,Office Supplies,Art,American Pencil,2.33
374,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25
375,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,32.792
376,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",14.14
377,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,10.9
378,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,216.6
379,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,14.2
380,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,35.99
381,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99
382,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,1.112
383,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,94.794
384,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,2.384
385,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,142.86
386,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,2.406
387,TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,49.56
388,TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",335.993
389,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,3.984
390,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,69.282
391,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,12.22
392,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,64.98
393,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,23.65
394,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",22.84
395,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,80.98
396,OFF-LA-10001317,Office Supplies,Labels,Avery 520,3.15
397,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91
398,OFF-AR-10000588,Office Supplies,Art,Newell 345,19.84
399,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,53.98
400,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,43.98
401,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,10.16
402,OFF-AR-10004974,Office Supplies,Art,Newell 342,3.28
403,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,8.78
404,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,332.704
405,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,15.97
406,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",64.784
407,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,249.186
408,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,4.464
409,OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner,25.98
410,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,99.99
411,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,17.104
412,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,212.105
413,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,5.697
414,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,92.688
415,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",39.136
416,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,102.6664
417,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,1.596
418,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48
419,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,113.64
420,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",111.333
421,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,175.992
422,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",15.42
423,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",8.95
424,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,18.97
425,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,15.96
426,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,2.94
427,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",140.85
428,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,3.03
429,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,79.99
430,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,14.8
431,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,102.833
432,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,55.992
433,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,455.992
434,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,7.992
435,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,31.992
436,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,89.83
437,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,3.69
438,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,46.99
439,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,63.294
440,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",52.71
441,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,14.952
442,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",63.94
443,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,7.7
444,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,11.31
445,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,7.476
446,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,400.784
447,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,0.792
448,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32.792
449,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,2.74
450,OFF-AR-10003856,Office Supplies,Art,Newell 344,2.78
451,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1270.99
452,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,42.1
453,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,19.02
454,OFF-AR-10003811,Office Supplies,Art,Newell 327,2.21
455,OFF-AR-10001246,Office Supplies,Art,Newell 317,2.94
456,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,599.99
457,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,17.15
458,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),5.98
459,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,375.34
460,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.784
461,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,1.568
462,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,18.392
463,OFF-FA-10002815,Office Supplies,Fasteners,Staples,4.44
464,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,227.984
465,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,12.112
466,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,666.248
467,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",8.752
468,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72
469,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,15.98
470,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,195.99
471,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,8.384
472,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",6.088
473,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.688
474,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,50.98
475,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",70.98
476,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,78.15
477,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,47.608
478,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,29.056
479,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,100.792
480,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",16.528
481,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,6.88
482,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,6.68
483,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,1.744
484,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,560.784
485,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34.504
486,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,3.608
487,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,647.89
488,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,4.864
489,OFF-LA-10001297,Office Supplies,Labels,Avery 473,10.35
490,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,333.92
491,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,6.48
492,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",12.008
493,OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",2.6
494,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,4.376
495,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",1.98
496,TEC-PH-10002496,Technology,Phones,Cisco SPA301,124.792
497,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,11.48
498,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",11.584
499,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,6.48
500,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,150.384
501,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,4.95
502,OFF-AR-10003394,Office Supplies,Art,Newell 332,2.94
503,OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,4.98
504,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,3.65
505,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",8.792
506,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,12.88
507,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,52.792
508,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,0.969
509,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",98.31
510,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,42.392
511,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,5.184
512,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,5.184
513,OFF-AR-10004078,Office Supplies,Art,Newell 312,4.672
514,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,38.06
515,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,40.97
516,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,5.816
517,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,47.994
518,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,123.594
519,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776
520,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,43.968
521,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,1.641
522,TEC-PH-10003092,Technology,Phones,Motorola L804,27.594
523,OFF-LA-10004345,Office Supplies,Labels,Avery 493,3.928
524,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,4.224
525,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,80.994
526,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,1.824
527,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",20.24
528,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",4.97
529,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,11.936
530,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,37.91
531,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",1.738
532,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",150.98
533,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,111.042
534,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",130.87
535,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",5.08
536,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,48.58
537,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",3.048
538,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,81.128
539,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,23.96
540,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,75.192
541,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",5.96
542,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,130.98
543,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,6.294
544,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,40.776
545,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,3.856
546,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,6.28
547,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,165.2
548,OFF-LA-10002787,Office Supplies,Labels,Avery 480,3.75
549,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,6.48
550,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",104.65
551,OFF-FA-10003112,Office Supplies,Fasteners,Staples,6.312
552,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,15.072
553,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,79
554,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,12.89
555,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,56.776
556,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,1.659
557,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,67.144
558,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,51.72
559,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,7.92
560,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,127.192
561,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",6.072
562,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,7.992
563,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.925
564,OFF-AR-10001954,Office Supplies,Art,Newell 331,3.912
565,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,20.48
566,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",7.78
567,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,0.896
568,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",9.272
569,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",27.508
570,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,60.998
571,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,4.784
