Row ID,Order ID,Order Date,Ship Mode,Customer ID,Product ID,Category,Sub-Category,Product Name,Quantity,Sales
1271,US-2016-103646,4/21/2016,Standard Class,SP-20545,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,4,$102.34 
1272,US-2016-103646,4/21/2016,Standard Class,SP-20545,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,3,$48.79 
1273,US-2016-103646,4/21/2016,Standard Class,SP-20545,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",8,$44.85 
1274,CA-2016-119186,5/26/2016,Same Day,MS-17710,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,2,$10.37 
1275,CA-2016-119186,5/26/2016,Same Day,MS-17710,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,5,$388.43 
1276,CA-2016-119186,5/26/2016,Same Day,MS-17710,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),3,$14.35 
1277,CA-2016-119186,5/26/2016,Same Day,MS-17710,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,1,$63.99 
1278,CA-2016-148698,5/2/2016,Standard Class,BD-11770,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,3,$86.35 
1279,CA-2014-163293,9/8/2014,First Class,KC-16255,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,3,$32.97 
1280,CA-2014-163293,9/8/2014,First Class,KC-16255,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",4,$83.88 
1281,CA-2016-160815,9/5/2016,First Class,TR-21325,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,3,$278.40 
1282,CA-2017-122154,4/9/2017,First Class,SA-20830,OFF-LA-10000121,Office Supplies,Labels,Avery 48,3,$15.12 
1283,CA-2017-122154,4/9/2017,First Class,SA-20830,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,1,$17.43 
1284,CA-2017-122154,4/9/2017,First Class,SA-20830,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,3,$251.64 
1285,US-2015-149692,12/6/2015,Standard Class,KW-16435,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,7,$2.77 
1286,CA-2016-119445,6/26/2016,Standard Class,GM-14500,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,5,$14.90 
1287,CA-2015-124268,7/4/2015,Standard Class,AD-10180,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,3,$15.48 
1288,CA-2016-154711,11/22/2016,Standard Class,TB-21355,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,2,$39.88 
1289,CA-2016-154711,11/22/2016,Standard Class,TB-21355,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",4,$12.19 
1290,CA-2016-154711,11/22/2016,Standard Class,TB-21355,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,3,$20.82 
1291,CA-2016-163384,11/10/2016,First Class,CC-12430,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",4,$13.22 
1292,CA-2016-163384,11/10/2016,First Class,CC-12430,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,5,$32.40 
1293,CA-2015-101707,8/27/2015,Standard Class,PF-19165,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,3,$32.94 
1294,CA-2015-101707,8/27/2015,Standard Class,PF-19165,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,5,$114.20 
1295,CA-2015-101707,8/27/2015,Standard Class,PF-19165,OFF-LA-10000134,Office Supplies,Labels,Avery 511,1,$3.08 
1296,CA-2015-138898,5/25/2015,Standard Class,JH-16180,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,13,$845.73 
1297,CA-2017-115427,12/30/2017,Standard Class,EB-13975,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",2,$13.90 
1298,CA-2017-115427,12/30/2017,Standard Class,EB-13975,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,2,$20.72 
1299,CA-2016-134425,12/8/2016,Second Class,QJ-19255,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,5,$114.95 
1300,CA-2015-121391,10/4/2015,First Class,AA-10315,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",2,$26.96 
1301,CA-2016-137043,12/23/2016,Second Class,LC-17140,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",6,$572.76 
1302,CA-2016-137043,12/23/2016,Second Class,LC-17140,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",3,$286.38 
1303,CA-2015-115847,9/19/2015,Second Class,TC-21535,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,2,$61.96 
1304,US-2017-126179,7/3/2017,Standard Class,CS-12460,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",1,$23.99 
1305,US-2017-126179,7/3/2017,Standard Class,CS-12460,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,3,$287.97 
1306,CA-2016-101966,7/14/2016,Second Class,BM-11785,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,7,$419.94 
1307,CA-2016-141397,6/20/2016,First Class,RC-19825,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,7,$46.76 
1308,CA-2016-141397,6/20/2016,First Class,RC-19825,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,3,$17.71 
1309,CA-2016-141397,6/20/2016,First Class,RC-19825,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,2,$21.78 
1310,CA-2016-141397,6/20/2016,First Class,RC-19825,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,3,$161.94 
1311,CA-2016-141397,6/20/2016,First Class,RC-19825,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,2,$161.57 
1312,CA-2016-141082,12/9/2016,Standard Class,FM-14380,OFF-LA-10001404,Office Supplies,Labels,Avery 517,1,$3.69 
1313,CA-2016-141082,12/9/2016,Standard Class,FM-14380,OFF-LA-10001474,Office Supplies,Labels,Avery 477,4,$122.12 
1314,US-2016-134488,9/24/2016,Standard Class,PK-19075,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,2,$155.37 
1315,CA-2016-145919,12/18/2016,Standard Class,HG-14965,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",6,$38.88 
1316,CA-2016-145919,12/18/2016,Standard Class,HG-14965,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",8,$183.84 
1317,CA-2016-145919,12/18/2016,Standard Class,HG-14965,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,5,$579.30 
1318,CA-2017-157651,12/10/2017,Standard Class,HA-14920,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,1,$14.20 
1319,CA-2014-160773,7/1/2014,Standard Class,LW-16825,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,2,$575.92 
1320,CA-2014-160773,7/1/2014,Standard Class,LW-16825,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,6,$5.18 
1321,CA-2017-167703,2/3/2017,Standard Class,MC-17575,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,3,$5.23 
1322,CA-2017-167703,2/3/2017,Standard Class,MC-17575,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",2,$285.55 
1323,CA-2017-121804,3/3/2017,Standard Class,LP-17095,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,5,$72.80 
1324,CA-2017-162635,10/9/2017,First Class,EB-14170,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,4,$10.82 
1325,CA-2014-107153,9/28/2014,Standard Class,GZ-14545,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",3,$46.26 
1326,US-2014-117058,5/27/2014,First Class,LE-16810,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,6,$17.46 
1327,CA-2015-120439,6/14/2015,Standard Class,AD-10180,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",6,$51.07 
1328,CA-2016-128258,3/30/2016,First Class,CP-12085,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,1,$11.34 
1329,CA-2017-106033,10/15/2017,Second Class,FG-14260,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,4,$87.92 
1330,CA-2016-142762,5/23/2016,Standard Class,LD-17005,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",3,$37.05 
1331,CA-2017-127705,6/2/2017,Standard Class,AB-10255,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,1,$2.97 
1332,CA-2017-127705,6/2/2017,Standard Class,AB-10255,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,2,$27.44 
1333,CA-2014-122567,2/16/2014,Standard Class,MN-17935,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3,$1.08 
1334,CA-2014-122567,2/16/2014,Standard Class,MN-17935,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",2,$7.96 
1335,CA-2014-121664,5/6/2014,Standard Class,HP-14815,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,8,$140.74 
1336,CA-2016-122133,5/16/2016,Standard Class,JR-15670,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",4,$552.56 
1337,US-2017-123281,4/2/2017,Standard Class,JF-15190,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,3,$25.11 
1338,CA-2017-100524,3/31/2017,Second Class,CM-12115,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,2,$29.78 
1339,CA-2017-100524,3/31/2017,Second Class,CM-12115,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,3,$677.58 
1340,CA-2017-100524,3/31/2017,Second Class,CM-12115,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",8,$75.04 
1341,CA-2017-113481,1/2/2017,First Class,AS-10045,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,2,$695.70 
1342,CA-2017-113481,1/2/2017,First Class,AS-10045,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",5,$15.66 
1343,CA-2017-113481,1/2/2017,First Class,AS-10045,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,6,$28.85 
1344,CA-2015-131758,5/28/2015,Standard Class,KB-16315,OFF-AR-10000411,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,3,$47.82 
1345,CA-2015-131758,5/28/2015,Standard Class,KB-16315,OFF-LA-10000262,Office Supplies,Labels,Avery 494,5,$13.05 
1346,CA-2014-118339,3/17/2014,Standard Class,BN-11515,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,2,$93.78 
1347,CA-2014-118339,3/17/2014,Standard Class,BN-11515,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",7,$47.18 
1348,CA-2014-118339,3/17/2014,Standard Class,BN-11515,OFF-AR-10003829,Office Supplies,Art,Newell 35,6,$19.68 
1349,CA-2014-118339,3/17/2014,Standard Class,BN-11515,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10,$53.40 
1350,CA-2014-118339,3/17/2014,Standard Class,BN-11515,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,6,$35.88 
1351,CA-2014-153976,10/3/2014,Second Class,BP-11290,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",3,$258.28 
1352,CA-2016-162901,3/28/2016,First Class,AS-10045,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,2,$31.40 
1353,CA-2017-162978,5/4/2017,Standard Class,LW-16990,TEC-PH-10003092,Technology,Phones,Motorola L804,5,$183.96 
1354,CA-2017-162978,5/4/2017,Standard Class,LW-16990,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,3,$17.61 
1355,CA-2017-162978,5/4/2017,Standard Class,LW-16990,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1,$300.90 
1356,US-2014-160444,7/5/2014,Same Day,DC-12850,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",3,$220.78 
1357,US-2014-160444,7/5/2014,Same Day,DC-12850,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,11,$281.42 
1358,CA-2016-145247,5/5/2016,First Class,ND-18370,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,3,$79.14 
1359,CA-2017-160045,4/26/2017,First Class,LB-16735,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1,$1.99 
1360,US-2014-151925,9/26/2014,Second Class,KT-16465,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",2,$145.57 
1361,CA-2017-125199,10/19/2017,Standard Class,HM-14860,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,7,$123.26 
1362,CA-2017-125199,10/19/2017,Standard Class,HM-14860,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",4,$23.68 
1363,CA-2017-125199,10/19/2017,Standard Class,HM-14860,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,4,$309.58 
1364,US-2017-155425,11/10/2017,First Class,AB-10600,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14,$38.39 
1365,US-2017-155425,11/10/2017,First Class,AB-10600,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,2,$95.99 
1366,US-2017-155425,11/10/2017,First Class,AB-10600,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,6,$239.95 
1367,US-2017-155425,11/10/2017,First Class,AB-10600,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,2,$201.58 
1368,US-2017-155425,11/10/2017,First Class,AB-10600,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,4,$899.14 
1369,CA-2017-133249,7/8/2017,First Class,SZ-20035,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",5,$145.90 
1370,US-2015-103471,12/24/2015,Standard Class,JR-15670,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",7,$590.06 
1371,US-2015-103471,12/24/2015,Standard Class,JR-15670,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",3,$14.04 
1372,CA-2017-136672,3/7/2017,Standard Class,MG-17890,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,3,$49.08 
1373,US-2014-157021,4/1/2014,Second Class,KM-16720,OFF-LA-10002312,Office Supplies,Labels,Avery 490,2,$29.60 
1374,US-2014-157021,4/1/2014,Second Class,KM-16720,OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",4,$17.09 
1375,CA-2015-120362,9/14/2015,Standard Class,CA-12265,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",5,$912.75 
1376,CA-2014-126361,8/4/2014,Second Class,VD-21670,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,3,"$1,089.75 "
1377,CA-2014-126361,8/4/2014,Second Class,VD-21670,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,8,$447.84 
1378,CA-2014-126361,8/4/2014,Second Class,VD-21670,OFF-AR-10000896,Office Supplies,Art,Newell 329,5,$16.40 
1379,CA-2014-126361,8/4/2014,Second Class,VD-21670,TEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone,5,$399.96 
1380,CA-2014-126361,8/4/2014,Second Class,VD-21670,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",5,$158.90 
1381,CA-2014-126361,8/4/2014,Second Class,VD-21670,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,1,$13.18 
1382,US-2016-100566,9/3/2016,Standard Class,JK-16120,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",3,$83.95 
1383,US-2016-108504,2/5/2016,Same Day,PP-18955,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",1,$80.98 
1384,US-2016-108504,2/5/2016,Same Day,PP-18955,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,9,$348.84 
1385,US-2016-108504,2/5/2016,Same Day,PP-18955,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,5,$9.45 
1386,US-2016-108504,2/5/2016,Same Day,PP-18955,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",3,$18.84 
1387,US-2016-108504,2/5/2016,Same Day,PP-18955,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",2,$239.98 
1388,US-2016-108504,2/5/2016,Same Day,PP-18955,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,2,$167.96 
1389,US-2016-108504,2/5/2016,Same Day,PP-18955,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,3,$104.85 
1390,US-2016-108504,2/5/2016,Same Day,PP-18955,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,3,$484.83 
1391,US-2016-108504,2/5/2016,Same Day,PP-18955,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",3,$122.97 
1392,US-2016-108504,2/5/2016,Same Day,PP-18955,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",3,$154.44 
1393,US-2016-108504,2/5/2016,Same Day,PP-18955,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,7,$342.37 
1394,CA-2017-124828,7/3/2017,First Class,YS-21880,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,3,$9.55 
1395,US-2017-117247,10/9/2017,Standard Class,CK-12760,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",5,$652.45 
1396,US-2017-117247,10/9/2017,Standard Class,CK-12760,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,3,$66.65 
1397,CA-2016-124485,11/24/2016,First Class,NC-18340,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",4,$17.22 
1398,CA-2016-124485,11/24/2016,First Class,NC-18340,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,2,$11.56 
1399,CA-2016-124485,11/24/2016,First Class,NC-18340,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,4,$88.40 
1400,CA-2016-124485,11/24/2016,First Class,NC-18340,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,1,$6.48 
1401,CA-2016-159212,11/1/2016,Standard Class,KM-16375,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",2,$21.80 
1402,CA-2016-159212,11/1/2016,Standard Class,KM-16375,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,3,$251.79 
1403,US-2016-161396,4/19/2016,Standard Class,GM-14455,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",2,$205.18 
1404,US-2016-161396,4/19/2016,Standard Class,GM-14455,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,5,$419.40 
1405,US-2014-118486,4/6/2014,First Class,SD-20485,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,1,$10.30 
1406,US-2014-118486,4/6/2014,First Class,SD-20485,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,3,$154.76 
1407,US-2014-118486,4/6/2014,First Class,SD-20485,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,2,$116.78 
1408,CA-2016-130407,9/2/2016,Standard Class,KD-16270,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,2,$75.48 
1409,CA-2016-130407,9/2/2016,Standard Class,KD-16270,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,2,$39.98 
1410,US-2016-122245,9/25/2016,Standard Class,AB-10105,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,3,$393.17 
1411,CA-2017-105144,11/4/2017,Standard Class,SZ-20035,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,2,$23.68 
1412,CA-2016-136329,7/9/2016,Standard Class,JD-15895,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,2,$408.01 
1413,CA-2016-136329,7/9/2016,Standard Class,JD-15895,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",4,$165.28 
1414,CA-2014-146640,6/30/2014,Standard Class,HA-14905,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,7,$334.77 
1415,CA-2017-115994,1/28/2017,Second Class,BT-11305,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,3,$239.97 
1416,CA-2017-115994,1/28/2017,Second Class,BT-11305,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",3,$37.74 
1417,CA-2015-126697,9/21/2015,First Class,SV-20815,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,7,$946.34 
1418,CA-2015-126697,9/21/2015,First Class,SV-20815,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,3,$151.20 
1419,CA-2015-126697,9/21/2015,First Class,SV-20815,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,4,$4.93 
1420,CA-2015-124800,9/26/2015,Standard Class,RW-19540,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,4,$86.27 
1421,CA-2015-124800,9/26/2015,Standard Class,RW-19540,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,2,$72.59 
1422,CA-2015-124800,9/26/2015,Standard Class,RW-19540,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,2,$60.67 
1423,CA-2015-124800,9/26/2015,Standard Class,RW-19540,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',9,$77.03 
1424,CA-2015-124800,9/26/2015,Standard Class,RW-19540,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,6,$119.90 
1425,CA-2015-124800,9/26/2015,Standard Class,RW-19540,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,5,$263.96 
1426,CA-2015-124800,9/26/2015,Standard Class,RW-19540,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,4,$363.65 
1427,US-2015-164448,10/31/2015,Second Class,DK-12835,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,2,$9.73 
1428,US-2015-164448,10/31/2015,Second Class,DK-12835,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",5,$14.75 
1429,US-2015-164448,10/31/2015,Second Class,DK-12835,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",5,$29.80 
1430,US-2015-164448,10/31/2015,Second Class,DK-12835,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",14,$427.42 
1431,CA-2017-122700,11/26/2017,Standard Class,LT-17110,TEC-PH-10003092,Technology,Phones,Motorola L804,8,$220.75 
1432,CA-2014-120768,12/19/2014,Second Class,IM-15070,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,6,$152.76 
1433,CA-2014-120768,12/19/2014,Second Class,IM-15070,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,1,$7.27 
1434,CA-2014-120768,12/19/2014,Second Class,IM-15070,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,14,"$1,819.86 "
1435,US-2016-153129,12/26/2016,Standard Class,FP-14320,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,5,$33.90 
1436,CA-2017-106852,6/20/2017,Standard Class,ST-20530,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,6,$31.10 
1437,CA-2017-106852,6/20/2017,Standard Class,ST-20530,OFF-AR-10003829,Office Supplies,Art,Newell 35,2,$5.25 
1438,CA-2015-139731,10/15/2015,Same Day,JE-15745,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,3,$263.88 
1439,CA-2015-139731,10/15/2015,Same Day,JE-15745,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,5,"$2,453.43 "
1440,CA-2017-122735,4/12/2017,Second Class,BD-11320,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,5,$29.70 
1441,CA-2017-122735,4/12/2017,Second Class,BD-11320,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,4,$39.96 
1442,CA-2017-128160,12/19/2017,Second Class,MM-17920,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,2,$36.67 
