job,doc,borough,house,street_name,job_type,job_status_descrp,landmarked,adult_estab,latest_action_date,existing_occupancy,proposed_occupancy,owner_type,job_description,initial_cost
122744673,1,MANHATTAN,128,WEST END AVENUE,A2,PLAN EXAM - DISAPPROVED,N,N,2020-01-03 ,D-2,D-2,CORPORATION,"LEGALIZATION OF EXISITING AUTOMATIC SMOKE DETECTION SYSTEM IN COMPLIANCE WITH FDNY LETTER DATED MARCH 16, 2015 (FPI #1503082) AT CON EDISON WEST 65TH STREET STATION.",$1000.00
123449768,1,MANHATTAN,1180,FIFTH AVENUE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2020-01-10 ,E,E,CORPORATION,MODIFICATION OF EXISTING FIRE ALARM SYSTEM,$100000.00
102610328,1,MANHATTAN,25,BROAD STREET,A3,SIGNED OFF,N,N,2013-04-03 ,RES,,CORPORATION,ERECTION OF 60'OF HEAVY DUTY SIDEWALK SHED NO CHANGE IN USE EGRESS OR OCCUPANCY,$0.00
123305477,1,MANHATTAN,110,WILLIAM STREET,A2,SIGNED OFF,N,N,2018-10-24 ,B,B,CORPORATION,"THIS APPLICATION IS BEING FILED TO MODIFY EXISTING SPRINKLER SYSTEM AT THE SUBJECT PREMISES, PER PLANS SUBMITTED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY IN THE SYSTEM.",$11450.00
220631252,1,BRONX,3485,CORSA AVENUE,A1,PLAN EXAM - DISAPPROVED,N,N,2018-04-30 ,RES,R-2,PARTNERSHIP,FILING TO ESTABLISH ZONING FLOOR AREA OF EXISTING BUILDINGS ON ZONING LOT.,$1000.00
102525938,1,MANHATTAN,280,MADISON AVENUE,A2,PLAN EXAM - APPROVED,N,N,2001-06-15 ,,,CORPORATION,NO WORK TO BE DONE THIS IS TO OBTAIN EQUIPMENT USE PERMIT FOR UNITS ENTERED IN ERROR AS OT AND NOT MH.SEE APPROVED COPIES OF APPLICATION #,$1000.00
123209394,1,MANHATTAN,131,EAST 23RD STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2019-10-04 ,RES,RES,CORPORATION,FACADE REPAIR,$115082.00
440460341,1,QUEENS,14569,158TH ST,A2,SIGNED OFF,N,N,2019-08-22 ,R-3,R-3,INDIVIDUAL,INSTALLATION OF A ROOFTOP RAILLESS SOLAR PV PANEL SYSTEM,$35750.00
421665530,1,QUEENS,123-11,LIBERTY AVENUE,A3,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-10-10 ,,,INDIVIDUAL,PROVIDE BUILDER PAVEMENT PLAN FOR SIDEWALK REPAIR FILED IN CONJUNCTION WITH ALT I 421665601,$0.00
321652109,1,BROOKLYN,357,46 ST,A2,SIGNED OFF,N,N,2018-07-11 ,J-3,J-3,INDIVIDUAL,"BRICK VENEER ON EXISTING WALL AS PER PLAN FILE HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER  THIS APPLICATION.",$10000.00
123209054,1,MANHATTAN,101,LENOX AVENUE,A2,SIGNED OFF,N,N,2018-05-31 ,COM,COM,INDIVIDUAL,"FILING TO INSTALL NEW FIRE SUPPRESSION SYSTEM ONLY. COOKING EQUIPMENT IS ALL ELECTRIC. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",$3000.00
321716149,1,BROOKLYN,675,FLATBUSH AVENUE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-09-13 ,COM,COM,INDIVIDUAL,MODIFICATION OF EXISTING COMMERCIAL FLOOR AND BATHROOM.,$23000.00
421459530,1,QUEENS,24-02,49TH AVENUE,A3,PLAN EXAM - DISAPPROVED,N,N,2018-10-03 ,B-1,B-1,CORPORATION,"FIRE PROTECTION PLANS FILED HEREWITH. NO CHANGE IN USE,  EGRESS, OR OCCUPANCY.",$195.00
340577753,1,BROOKLYN,1720,65TH ST,A2,SIGNED OFF,N,N,2018-04-24 ,R-3,R-3,INDIVIDUAL,"FILLING HEREWITH TAX ABATEMENT APPLICATION FOR INSTALLATION OF ROOF MOUNTED SOLAR PANELS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$39600.00
321683068,1,BROOKLYN,742A,LAFAYETTE AVENUE,A1,PERMIT ISSUED - PARTIAL JOB,N,N,2019-03-21 ,RES,R-3,CORPORATION,"NEW 2 STORY AND BASEMENT EXTENSION AT REAR TOGETHER WITH OPEN DECK AT THE 1ST FLOOR. AND INTERIOR RENOVATION WORK THROUGHOUT BUILDING INCLUDING PLUMBING AND MECHANICAL WORK, NEW CERTIFICATE OF OCCUPANCY TO BE OBTAINED.",$594000.00
123306500,1,MANHATTAN,250,WEST 55TH STREET,A2,SIGNED OFF,N,N,2019-09-13 ,E,E,PARTNERSHIP,"MODIFY HOSE VALVES. MODIFY SPRINKLER HEADS AND RELATED PIPING AS SHOWN ON DRAWINGS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$45000.00
103031443,1,MANHATTAN,32,6 AVENUE,A2,PLAN EXAM - APPROVED,Y,N,2001-12-28 ,COM,,CORPORATION,"MODIFY EXISTING SPRINKLER SYSTEM AS SHOWN ON PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$15000.00
103031390,1,MANHATTAN,1460,2 AVENUE,A2,SIGNED OFF,N,N,2002-02-08 ,,,INDIVIDUAL,RENOVATE THE EXISTING APARTMENT#3N ON 3RD FLOOR WITH NEW GYPSUM BOARD AND NEW  OAKWOOD FLOOR NO CHANGE IN USE GROUP OCCUPANCY EGRESS AND CAPACITY.,$5000.00
102610408,1,MANHATTAN,1148,FIFTH AVENUE,A3,PERMIT ISSUED - ENTIRE JOB/WORK,Y,N,2000-07-25 ,RES,,CORPORATION,Design of stair. Filed in conjunction with Alt I 101952175. No change to use egr ess or occupancy under this application,$1000.00
440513400,1,QUEENS,102-14,159 ROAD,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-10-19 ,RES,RES,INDIVIDUAL,"INSTALLATION OF NAIL SALON EXHAUST SYSTEM ONLY. NO CHANGE TO EXIT, USE AND OCCUPANCY.",$14000.00
140809061,1,MANHATTAN,70,VESTRY ST,A2,PLAN EXAM - IN PROCESS,N,N,2018-10-03 ,R-2,R-2,CORPORATION,INSTALATION OF AC UNIT.THERE WILL BE NO CHANGE IN USE EGRESS OR OCCUPANCY .,$3500.00
110091597,1,MANHATTAN,212,EAST   47 STREET,A2,SIGNED OFF,N,N,2013-12-30 ,,,PARTNERSHIP,"FILE FOR DEMO OF INTERIOR PARTITIONS ANDNEW PARTITIONS IN APTS 10E,14 E AND 14 F,15 E/F",$60000.00
110091604,1,MANHATTAN,525,WEST  133 STREET,A2,SIGNED OFF,N,N,2010-06-28 ,J-2,,CORPORATION,SUBGRADE IMPROVEMENT WITH IN CONJUCTION WITH NB #104893527,$1000.00
140809141,1,MANHATTAN,15,MAIDEN LANE,A3,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-10-04 ,COM,COM,CORPORATION,"INSTALLATION OF DEBRIS CHUTE AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$0.00
321831050,1,BROOKLYN,10,KENT AVENUE,DM,SIGNED OFF,N,N,2019-11-12 ,COM,,NYC AGENCY,DEMOLITION OF TANK 6,$0.00
321831130,1,BROOKLYN,11 REAR,NORTH 12TH STREET,DM,SIGNED OFF,N,N,2019-11-12 ,COM,,NYC AGENCY,CHANGE SECTION 21 - SECONDARY STRUCTURE - YES TANK 9,$0.00
321831149,1,BROOKLYN,11,NORTH 12TH STREET,DM,SIGNED OFF,N,N,2019-11-12 ,COM,,NYC AGENCY,DEMOLITION OF 3 STORY STRUCTURE,$0.00
140731910,1,MANHATTAN,65,BROADWAY,A2,PLAN EXAM - IN PROCESS,Y,N,2018-01-17 ,COM,COM,CORPORATION,"MEDICAL OFFICE BUILT OUT AT 21ST FLOOR. TO INCLUDE NEW NON LOAD BEARING PARTITIONS, MECHANICAL EQUIPMENT, GENERATOR, PLUMBING, AND FIT OUT.",$440000.00
140809203,1,MANHATTAN,50,EAST 69TH STREET,A3,PLAN EXAM - DISAPPROVED,Y,N,2019-10-07 ,,,INDIVIDUAL,BUILDERS PAVEMENT PLAN IN CONJUNCTION WITH NB APPLICATION ALT1 123254691.,$0.00
321831103,1,BROOKLYN,17REAR,NORTH 12TH STREET,DM,SIGNED OFF,N,N,2019-11-12 ,COM,,NYC AGENCY,DEMOLITION OF TANK 11,$0.00
321832228,1,BROOKLYN,55,NORTH 12TH STREET,DM,SIGNED OFF,N,N,2019-11-12 ,COM,,NYC AGENCY,DEMOLITION OF 1 STORY GARAGE,$0.00
321832237,1,BROOKLYN,21,NORTH 12TH STREET,DM,SIGNED OFF,N,N,2019-11-12 ,COM,,NYC AGENCY,DEMOLITION OF 1 STORY ADDITION,$0.00
220631920,1,BRONX,701,EAST 219 STREET,A2,SIGNED OFF,N,N,2018-05-10 ,RES,RES,CORPORATION,"REPLACE  4 GAS FIRED BOILERS ON EXISTING CHIMNEY  IN THE  CELLAR,ALL WORK IN CONJUNCTION  WITH ALT# 220599289  NO CHANGE IN USE EGRESS OR OCCUPANCY",$8000.00
140731938,1,MANHATTAN,1025,5TH AVENUE,A2,SIGNED OFF,Y,N,2019-03-11 ,RES,RES,CONDO/CO-OP,"INTERIOR RENOVATION OF APT. 5AS AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, OCCUPANCY, OR MEANS OF EGRESS.",$198500.00
102525983,1,MANHATTAN,23,EAST   10 STREET,A2,SIGNED OFF,N,N,2002-04-19 ,COM,,PARTNERSHIP,"COMBINING APARTMENT 311 WITH 312 INCLUDING NEW PARTITIONS AND PLUMBING FIXTURES. NO CHANGE TO USE, OCCUPANCY OR EGRESS.",$35000.00
321848426,1,BROOKLYN,129,EAGLE STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-10-09 ,R-2,R-2,PARTNERSHIP,"REMEDIAL WORK FOR ADJACENT BUILDING. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$45000.00
421686312,1,QUEENS,148-50,236 ST,A3,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-10-04 ,J-3,J-3,INDIVIDUAL,"REPLACE EXISTING WOOD DECK WITH NEW AT REAR OF FIRST FLOOR AS PER PLAN. NO CHANGE IN USE, EGRESS, AND OCCUPANCY.",$8000.00
123451157,1,MANHATTAN,300,WEST 57TH STREET,A2,PLAN EXAM - APPROVED,Y,N,2018-10-04 ,E,E,CORPORATION,"SPRINKLER MODIFICATIONS ON THE 31ST (34TH FL TENANT) AS PER PLANS FILED HEREWITH. NO CHANGE TO USE, EGRESS, OR OCCUPANCY.",$25000.00
110091766,1,MANHATTAN,179,HENRY STREET,A1,PLAN EXAM - DISAPPROVED,N,N,2008-03-21 ,RES,RES,CORPORATION,FILING HEREWITH INTERIOR RENOVATION ANDCHANGE IN OCCUPANCY AT PORTION O F BUILDING,$75000.00
110091775,1,MANHATTAN,452,5 AVENUE,A2,SIGNED OFF,Y,N,2009-02-24 ,COM,,PARTNERSHIP,"Filing herewith modifications to sprinkler system as per plans. No change in use, egress or occupancy under this application.",$6000.00
520325014,1,STATEN ISLAND,27,SPRING STREET,A3,SIGNED OFF,N,N,2019-06-20 ,,,CORPORATION,BUILDERS PAVEMENT PLAN,$0.00
123498198,1,MANHATTAN,200,PARK AVENUE,A2,SIGNED OFF,N,N,2019-10-07 ,B,B,CORPORATION,"HEREWITH FILING FOR MODIFICATION OF EXISTING FIRE ALARM SYSTEM AS PER PLANS.  NO CHANGE TO USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",$175000.00
421686330,1,QUEENS,59-10,JUNCTION BLVD,A2,SIGNED OFF,N,N,2019-08-28 ,J-2,J-2,INDIVIDUAL,"INSTALL (2) AC CONDENSERS, (34) MINI AIR HANDLERS, EQUIPMENT SUPPORTS AS PER PLANS.",$185000.00
110092015,1,MANHATTAN,7,DUTCH STREET,A2,SIGNED OFF,N,N,2009-02-06 ,,,PARTNERSHIP,"NEW SPLIT AC SYSTEM FOR 1ST FLOOR 2ND, AND CELLAR CONDESING UNITS TO BE LOCATE D ON ROOF.",$30000.00
110092257,1,MANHATTAN,4963,BROADWAY,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2008-02-13 ,C,,INDIVIDUAL,"INSTALLATION OF 5 TON SPLIT SYSTEM HVAC UNIT WITH ELECTRIC HEAT.  NO CHANGE IN USE, OCCUPANCY OR EGRESS.",$15000.00
140733552,1,MANHATTAN,20,EAST 35TH STREET,A2,SIGNED OFF,N,N,2018-07-05 ,RES,RES,PARTNERSHIP,MINOR APARTMENT RENOVATION AT APT 2H. INSTALL NEW DOORS AND NEW FLOOR. ADD NEW WASHER AND MODIFY RELATED PIPING AS SHOWN IN PLANS. NO CHANGE IN EGRESS. NO CHANGE IN OCCUPANCY OR USE.,$38000.00
140718409,1,MANHATTAN,345,EAST 33RD STREET,A2,SIGNED OFF,N,N,2018-04-09 ,RES,RES,PARTNERSHIP,"INTERIOR RENOVATION OF APARTMENT 4A AS PER PLANS. PARTITION CHANGES TO NON-LOAD BEARING WALLS AND PLUMBING WORK AS PER PLANS. NO CHANGE IN USE, OCCUPANCY OR EGRESS.",$62250.00
123257894,1,MANHATTAN,225,VARICK STREET,A2,SIGNED OFF,N,N,2019-03-20 ,COM,COM,PARTNERSHIP,"MODIFICATIONS TO THE EXISTING FIRE ALARM SYSTEM AS PER PLANS (TENANT WORK - SQUARESPACE.) NO CHANGE TO USE, EGRESS OR OCCUPANCY.",$15000.00
340564188,1,BROOKLYN,24,STANHOPE STREET,A3,APPLICATION PROCESSED - ENTIRE,N,N,2017-11-21 ,J-3,J-3,INDIVIDUAL,APPLICATION HEREBY FILED TO RAISE CHIMNEY AT EXTERIOR IN CONJUNCTION WITH NB APPLICATION NO. 321106655 FOR COMPLIANCE WITH MC 801.1.1.1 AND TERMINATION REQUIREMENTS OF FGC 501.1.1,$25000.00
102525992,1,MANHATTAN,430,SEVENTH AVENUE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2001-12-06 ,,,CORPORATION,"ARCHITECTURAL CHANGES ON SUBCELLAR, CELLAR AND FIRST FLOOR AS INDICATED ON DRAWINGS. NEW STOREFRONT NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$1800000.00
440461377,1,QUEENS,2335,BROADWAY,A3,PLAN EXAM - IN PROCESS,N,N,2018-01-23 ,B,B,CORPORATION,ROOFTOP VENT EXTENSIONS IN RESPONSE TO PROPOSED SOLAR PV INSTALLATION (SEE ASSOCIATED JOB NUMBER),$500.00
110092872,1,MANHATTAN,900,WEST  190 STREET,A2,SIGNED OFF,N,N,2009-02-04 ,,,PARTNERSHIP,INTERIOR ALTERATIONS IN APT 15CWORK TOINCLUDE RENOVATION OF EXISTING KITCHEN AND BATH AS PER PLANS,$40000.00
123257322,1,MANHATTAN,10,EAST 53RD STREET,A2,SIGNED OFF,N,N,2019-04-03 ,COM,COM,CORPORATION,"ADDITIONS/MODIFICATIONS TO THE EXISTING FIRE ALARM SYSTEMS ON THE 6TH AND 30TH FLOORS AS PER PLANS.  NO CHANGE TO USE, EGRESS OR OCCUPANCY.",$18200.00
110094745,1,MANHATTAN,277,PARK AVENUE,A2,SIGNED OFF,N,N,2008-05-07 ,E,,CORPORATION,"PARTITION AND CEILIING WORK ON THE 9TH FLOOR.  NO CHANGE IN EGRESS, USE OR OCCUPANCY.-",$9000.00
140718418,1,MANHATTAN,217,WEST 57TH STREET,A2,SIGNED OFF,N,N,2019-09-10 ,R-2,R-2,CORPORATION,"FILING HEREWITH SPRINKLER AND STANDPIPE MODIFICATIONS FOR TENANT (NORDSTROM) FIT-OUT AS PER PLANS. ARCHITECTURAL SCOPE FILED UNDER APPLICATION #140716839. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",$1729000.00
540141844,1,STATEN ISLAND,155,CONNECTICUT ST,A2,SIGNED OFF,N,N,2018-06-21 ,R-3,R-3,INDIVIDUAL,INSTALLATION OF A ROOFTOP RAILLESS SOLAR PV PANEL SYSTEM,$60200.00
110094914,1,MANHATTAN,15,CENTRAL PARK WEST,A2,SIGNED OFF,N,N,2009-11-06 ,,,PARTNERSHIP,REMOVE PORTIONS OF EXISTING WOOD FLOORININSTALL PARTIONS FOR APARTMENT REPLACE SHEETROCK CEILING,$30000.00
420887437,1,QUEENS,437,BEACH 126TH STREET,A1,PLAN EXAM - APPROVED,N,N,2019-10-29 ,RES,R-3,INDIVIDUAL,CONVERSION OF EIGHT FAMILY DWELLING TO TWO FAMILY DWELLING,$78000.00
123164636,1,MANHATTAN,5,COLUMBUS CIRCLE,A2,PERMIT ISSUED - PARTIAL JOB,Y,N,2020-03-20 ,COM,COM,CORPORATION,"REMOVAL OF PARTITIONS AND RELATED FINISHES AS PER PLANS FILED HEREWITH. NO CHANGE TO USE, EGRESS, OR OCCUPANCY UNDER THIS APPLICATION.",$50000.00
110096477,1,MANHATTAN,30,WEST   57 STREET,A3,SIGNED OFF,N,N,2012-12-27 ,COM,,PARTNERSHIP,"Installation of new partitions, suspended ceiling and fixtures in existing office space.",$120000.00
321716498,1,BROOKLYN,1752,49TH STREET,A2,SIGNED OFF,N,N,2019-06-05 ,R-3,R-3,INDIVIDUAL,INSTALLATION OF SPRINKLER SYSTEM IN CONJUNCTION WITH NB APPLICATION #321166992.,$2000.00
321716489,1,BROOKLYN,6405,7TH AVENUE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-04-03 ,E,E,PARTNERSHIP,ADDITION/MODIFICATIONS TO EXISTING FIRE ALARM SYSTEM ON PARTIAL THIRD FLOOR AR EA.,$14000.00
440460573,1,QUEENS,14042,GUY R BREWER BLVD,A2,SIGNED OFF,N,N,2018-06-15 ,R-3,R-3,INDIVIDUAL,"INSTALLATION OF SOLAR PANELS ON ROOFTOP. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",$24408.00
110097029,2,MANHATTAN,230,PARK AVENUE,A2,SIGNED OFF,Y,N,2010-01-19 ,,,,"Modification to existing HVAC system and installation of plumbing fixtures as per plans. No change to use, egress or occupancy.",$126000.00
110282060,1,MANHATTAN,75,3 AVENUE,A2,SIGNED OFF,N,N,2008-03-24 ,J-2,,CORPORATION,REPLACEMENT OF EXISTING AIR CONDITIONING INSTALLATION. THERE WILL BE NO CHANGE IN USE EGRESS OR OCCUPANCY.,$60000.00
220631261,1,BRONX,1834,HERING AVENUE,A2,SIGNED OFF,N,N,2019-08-05 ,RES,RES,INDIVIDUAL,"BUILT A NEW DINING EXTENSION, A NEW DORMER  AND NEW WOOD DECK ON THE REAR OF THE EXISTING  ONE FAMILY HOUSE AS FOR PLANS SUBMITTED. NO CHANGE IN USE EGRESS OR OCCUPANCY.",$140020.00
321847793,1,BROOKLYN,262,9TH STREET,A3,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2020-04-02 ,,,PARTNERSHIP,"BPP APPLICATION FILED HEREWITH IN CONJUNCTION WITH NEW BUILDING, JOB# 321825110. STREET FRONTAGE: 176'-0'",$0.00
340577799,1,BROOKLYN,7406,5TH AVE,A2,APPLICATION PROCESSED - ENTIRE,N,N,2018-01-17 ,RES,RES,PARTNERSHIP,THE LEGALIZATION OF AN APPROX. 266 SF (1) STORY REAR EXTENSION @ THE GROUND FLOOR RETAIL LEVEL OF AN EXISTING (3) STORY BRICK MIXED USE BUILDING.,$68200.00
320910644,1,BROOKLYN,41,GOODWIN PLACE,NB,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2019-08-08 ,,R-2,CORPORATION,THIS APPLICATION IS FILED FOR 5-STORY 8 UNIT RESIDENTIAL BUILDING.,$0.00
102526107,2,MANHATTAN,845,1 AVENUE,A2,SIGNED OFF,N,N,2002-12-13 ,,,,PROVIDE NEW SANITARY FIXTURES AND HVAC AS PER PLANS FILED.,$2000.00
102526143,3,MANHATTAN,280,BROADWAY,A2,SIGNED OFF,N,N,2002-04-03 ,,,,Structural with in conjunction with initial application as shown on plans filed herewith.,$150000.00
123243132,1,MANHATTAN,451,BROOME STREET,A2,SIGNED OFF,Y,N,2018-08-28 ,J-2,J-2,CONDO/CO-OP,"MINOR INTERIOR RENOVATION AT APT 7E. REMOVAL AND CONSTRUCT NON BEARING OR NON STRUCTURAL PARTITIONS. MINOR PLUMBING WORK, INCLUDING RELOCATE AND INSTALL NEW PLUMBING FIXTURES. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$39600.00
340564204,1,BROOKLYN,33,GARFIELD PLACE,A2,SIGNED OFF,N,N,2018-04-09 ,RES,RES,INDIVIDUAL,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY,  OR EGRESS. NO CHANGE IN BULK.",$18131.00
321688394,1,BROOKLYN,6405,7TH AVENUE,A2,SIGNED OFF,N,N,2018-06-12 ,E,E,INDIVIDUAL,"INTERIOR RENOVATION OF MEDICAL OFFICES ON 3RD FLOOR AS PER PLANS FILED HEREWITH. NO CHANGE TO USE, EGRESS, OR OCCUPANCY",$60000.00
110282079,1,MANHATTAN,65,BLEECKER STREET,A2,SIGNED OFF,Y,N,2008-03-15 ,E,,CORPORATION,AIR CONDITIONING INSTALLATION. THERE WILL BE NO CHANGE IN USE EGRESS OR OCCUPANCY.,$8000.00
321688483,1,BROOKLYN,99,FRANKLIN AVE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2017-11-21 ,RES,RES,INDIVIDUAL,FILING THIS APPLICATION TO SHORE THE BUILDING.  APPLICATION IS BEING FILED TO ANSWER OBJECTIONS FOR VACATE ON THIS BUILDING.  NO CHANGE TO USE OR ERGRESS,$15000.00
103031407,1,MANHATTAN,150,EAST   42 STREET,A2,SIGNED OFF,N,N,2015-03-10 ,E,,CORPORATION,Modifications of sprinkler system as per plans filed herewith.  No change to use egress or occupancy under this application.,$5000.00
240206870,1,BRONX,2469,SENGER PLACE,A2,SIGNED OFF,N,N,2018-03-09 ,RES,RES,INDIVIDUAL,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY,  OR EGRESS. NO CHANGE IN BULK.",$12297.00
103031425,1,MANHATTAN,513,WEST  145 STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2001-11-16 ,F-4,,INDIVIDUAL,"INSTALL AUTOMATIC FIRE SUPPRESSION SYSTEM IN KITCHEN RANGEHOOD.NO CHANGE IN USE,EGRESS AND OCCUPANCY.",$1000.00
103031434,1,MANHATTAN,1038,2 AVENUE,A2,PLAN EXAM - IN PROCESS,N,N,2001-11-23 ,F-4,,INDIVIDUAL,"INSTALL AUTOMATIC FIRE SUPPRESSION SYSTEM IN KITCHEN RANGEHOOD. NO CHANGE IN USE, EGRESS AND OCCUPANCY.",$1000.00
103032157,1,MANHATTAN,205,EAST   69 STREET,A2,SIGNED OFF,N,N,2002-06-20 ,RES,,CORPORATION,"Renovation of Apartment 4A. No change to use, egress or occupancy",$50000.00
123199458,1,MANHATTAN,150,EAST 58TH STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2017-12-08 ,B,B,CORPORATION,ADDITIONS/MODIFICATIONS TO THE FIRE ALARM SYSTEM ON THE 6TH FLOOR (POLIFORM) AS INDICATED ON DRAWINGS.,$25000.00
110282159,1,MANHATTAN,175,EAST   96 STREET,A2,SIGNED OFF,N,N,2009-08-21 ,COM,,CORPORATION,Installation of Three air conditioning units in the Basement. No Change in egress or occupnacy.,$70000.00
110282382,1,MANHATTAN,499,7 AVENUE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2008-02-15 ,C,,CORPORATION,"Renovation to include new partitions on the 17th floor. No change in use, egress or occupancy.",$7000.00
123496635,1,MANHATTAN,147,WEST 40TH STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-10-04 ,COM,COM,INDIVIDUAL,"REPLACEMENT OF EXISTING STOREFRONT WITH NEW IN THE SAME LOCATION. NO CHANGE TO EGRESS, OCCUPANCY OR USE.",$20000.00
220672047,1,BRONX,780,GRAND CONCOURSE,A2,SIGNED OFF,Y,N,2019-10-24 ,J-2,J-2,CORPORATION,"EXTERIOR FACADE REPAIR &amp; POINTING TO COMPLY WITH LL 11 REQUIREMENTS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$76000.00
102610649,1,MANHATTAN,330,WEST   34 STREET,A2,PLAN EXAM - DISAPPROVED,N,N,2000-05-11 ,,,CORPORATION,INSTALLATION OF PRE-ACTION SYSTEM ON THE  17TH FLOOR AS INDICATED ON DRA INGS.,$10000.00
102610658,1,MANHATTAN,330,WEST   34 STREET,A2,PLAN EXAM - DISAPPROVED,N,N,2002-02-05 ,,,CORPORATION,INSTALLATION OF FM-200 SUPPRESSION SYSTEM ON THE 17TH FLOOR AS INDICATED ON DRAWINGS.,$25000.00
123530642,1,MANHATTAN,41,WEST 25 STREET,A2,SIGNED OFF,N,N,2018-10-16 ,COM,COM,PARTNERSHIP,"INSTALLATION ON NEW 10 TON AIR COOLED PACKAGED UNIT ON THE 10TH FLOOR. CONNECT TO EXISTING CONDENSATE DRAIN PIPE RISER. NO CHANGES TO EXISTING USE, OCCUPANCY OR EGRESS.",$30000.00
103032175,1,MANHATTAN,230,PARK AVENUE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2002-06-27 ,E,,CORPORATION,"PROPOSE TO INSTALL NEW SPRINKLER HEADS WITH RELATED PIPING.  NO CHANGE TO USE, EGRESS OR OCCUPANCY.",$24000.00
103032291,1,MANHATTAN,55,EAST   59 STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2001-11-16 ,COM,,CORPORATION,"CONSTRUCT INTERIOR PARTITIONS AND HUNG CEILINGS AS PER PLANS HEREWITH.  NO CHANGE IN OCCUPANCY, USE OR ERESS.",$40000.00
103032291,2,MANHATTAN,55,EAST   59 STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2001-11-16 ,,,,"INSTALLATION OF  MECHANICAL/HVAC DUCTWORK AS PER PLANS FILED HEREWITH.  NO CHANGE IN OCCUPANCY, USE OR EGRESS.",$7500.00
103032282,1,MANHATTAN,50,CENTRAL PARK SOUTH,A2,PLAN EXAM - APPROVED,N,N,2002-04-25 ,J-1,,CORPORATION,INSTALL SPRINKLERS AS PER PLANS FILED.  NO CHANGE IN USE EGRESS OR OCCUPANCY.,$30000.00
103033584,1,MANHATTAN,14,WALL STREET,A2,SIGNED OFF,N,N,2002-06-11 ,E,,PARTNERSHIP,"MINOR INTERIOR DEMOLITION AS PER PLANS. NO CHANGE TO USE, EGRESS, OR OCCUPANCY.",$10000.00
103034869,1,MANHATTAN,240,CENTRE STREET,A2,SIGNED OFF,Y,N,2006-02-01 ,RES,,OTHER,"INSTALLING SPRINKLER SYSTEM AS SHOWN ON PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$65000.00
123495360,1,MANHATTAN,1940,LEXINGTON AVE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-11-21 ,J-2,J-2,NYCHA/HHC,"CONSTRUCTION OF INTERIOR PARTITIONS AS INDICATED ON DRAWINGS.    NO CHANGE TO USE, EGRESS OR OCCUPANCY",$80000.00
123200892,1,MANHATTAN,42,WEST 39TH STREET,A2,PLAN EXAM - APPROVED,N,N,2017-11-21 ,B,B,PARTNERSHIP,SPRINKLER WORK ON THE 6TH FLOOR (BATHROOM RENOVATIONS) AS INDICATED ON DRAWINGS. NO CHANGE IN USE EGRESS OR OCCUPANCY.,$3000.00
